Sample ID,Mean 01,Mean 02,Mean 03,Mean 04,Mean 05,Mean 06,Mean 07,Mean 08,StdDev 01,StdDev 02,StdDev 03,StdDev 04,StdDev 05,StdDev 06,StdDev 07,StdDev 08
100b_0p_c2_b2_c,3.217153,5.120843,8.896247,8.649681,5.812461,4.391952,5.431208,10.14796,5.08659,5.796,3.290348,2.773821,1.734087,1.639961,2.204973,3.176427
20b_80p_c2_b2_a,2.964105,4.656042,7.145247,7.209636,5.912645,4.796567,5.536629,8.855856,4.973451,5.696469,3.472225,2.891754,1.892976,2.386099,2.5253,3.76979
20b_80p_c2_b2_b,3.316108,5.472875,9.060154,9.335999,7.102738,5.645565,6.798615,12.03339,5.119134,5.713713,3.734066,3.374554,2.002222,1.727521,2.193254,4.272852
20b_80p_c2_b2_c,3.39002,5.803006,9.803728,9.951839,7.365425,5.866501,7.170156,13.13794,5.184947,5.74911,3.720274,3.348397,2.184842,2.22345,2.697957,4.52845
30b_70p_c2_b2_a,3.108009,5.03546,8.229636,8.312382,6.297715,5.016965,5.989433,10.34715,5.065713,5.728167,3.493124,2.933778,1.742508,2.032386,2.193521,3.549792
30b_70p_c2_b2_b,3.282987,5.244237,8.889346,8.938441,6.511903,5.144031,6.229382,11.17169,5.174007,5.791176,3.671643,3.190404,1.751291,1.638132,2.152612,4.076931
30b_70p_c2_b2_c,2.936794,4.501301,7.387454,7.286981,5.411158,4.28835,5.058777,8.768775,5.005832,5.815915,3.457151,2.63515,1.409992,1.602952,1.770833,2.716225
40b_60p_c2_b2_a,2.997018,4.690829,7.171375,7.174675,5.592906,4.416522,5.213103,8.795872,5.032588,5.751731,3.530463,2.912511,1.583343,1.601032,1.970077,3.652637
40b_60p_c2_b2_b,2.939556,4.676222,7.199719,7.170485,5.587612,4.445732,5.25975,8.915697,4.940844,5.679447,3.369782,2.72939,1.439077,1.463937,1.871732,3.453096
40b_60p_c2_b2_c,3.142861,5.059186,8.66919,8.582397,5.967233,4.704888,5.77665,10.75731,5.014201,5.69748,3.494502,2.941399,1.549614,1.422706,1.784622,3.582203
50b_50p_c2_b2_a,3.161755,4.980192,7.627396,7.373766,5.259548,4.183354,4.960795,8.798222,5.222065,6.065534,3.534115,2.828057,1.542457,1.548587,1.836499,2.709581
50b_50p_c2_b2_b,3.257716,5.188666,8.412989,8.375996,6.135522,4.850517,5.910601,10.76273,5.166491,5.806069,3.523943,2.947747,1.542947,1.518579,1.795483,3.31523
50b_50p_c2_b2_c,3.448977,5.490243,8.890907,8.920285,6.177136,4.802005,5.8409,10.96296,5.251998,5.793442,3.320332,2.730803,1.385175,1.214612,1.513941,3.041294
60b_40p_c2_b2_a,2.81962,4.212399,6.699173,6.570765,4.935853,3.875727,4.563056,7.876542,4.906187,5.726113,3.343363,2.624673,1.39403,1.648848,1.62006,2.87739
60b_40p_c2_b2_b,2.952085,4.440743,7.157849,7.056472,5.174469,3.965719,4.775569,8.726614,4.930946,5.713706,3.382515,2.681519,1.380124,1.238777,1.56421,3.070796
60b_40p_c2_b2_c,3.209075,5.151766,8.56629,8.560695,6.034348,4.565411,5.577238,10.59444,5.059343,5.767028,3.564513,2.962305,1.757042,1.435092,1.759547,3.525005
70b_30p_c2_b2_a,2.853515,4.297336,6.597809,6.364712,4.860415,3.854313,4.490639,7.300158,4.886708,5.697564,3.406679,2.674079,1.327258,1.325691,1.598413,2.900259
70b_30p_c2_b2_b,2.860193,4.383682,6.523935,6.386091,5.064067,4.018984,4.607665,7.291279,4.938886,5.780994,3.475908,2.7601,1.524774,1.506584,1.69073,2.873399
70b_30p_c2_b2_c,2.974226,4.455944,7.023729,6.850908,5.102914,4.041518,4.761965,8.036885,4.998597,5.776605,3.399394,2.694485,1.301473,1.181889,1.423517,2.676255
80b_20p_c2_b2_a,2.87949,4.326416,6.956043,6.677643,4.87417,3.827195,4.498882,7.61011,4.941477,5.734757,3.455001,2.669301,1.255026,1.186762,1.492475,2.697707
80b_20p_c2_b2_b,3.192949,5.126401,8.701501,8.348491,5.635666,4.359533,5.340703,9.99907,5.05849,5.709436,3.511537,2.937221,1.509028,1.459942,1.829167,3.361427
80b_20p_c2_b2_c,3.192949,5.126401,8.701501,8.348491,5.635666,4.359533,5.340703,9.99907,5.05849,5.709436,3.511537,2.937221,1.509028,1.459942,1.829167,3.361427
90b_10p_c2_b2_a,2.760973,4.038671,6.359682,6.192515,4.762004,3.694492,4.249489,6.893453,4.858073,5.729986,3.362317,2.588087,1.278085,1.254642,1.368842,2.414672
90b_10p_c2_b2_b,2.775096,4.080317,6.420478,6.18946,4.803607,3.764046,4.35483,6.976617,4.899146,5.74971,3.333214,2.549904,1.274431,1.354158,1.625756,2.432602
90b_10p_c2_b2_c,2.754799,4.045417,6.428107,6.236886,4.893237,3.828229,4.298121,6.516644,4.845845,5.787529,3.360162,2.558077,1.297391,1.18738,1.350603,2.265794
0b_100p_c2_b2_a,2.655255,4.279049,8.536532,8.442417,5.890178,4.812247,5.896031,11.07292,3.944735,3.795141,2.719015,2.596768,1.58301,1.523243,1.917192,3.698263
0b_100p_c2_b2_b,3.262887,5.427649,9.077933,9.703124,8.096583,6.712144,8.120773,14.22975,4.599206,4.441985,3.41438,3.459899,2.454,2.228812,2.743379,5.079651
0b_100p_c2_b2_c,3.009779,5.00294,9.494279,9.630558,6.999005,5.766541,7.016907,12.85554,4.311512,4.088295,3.002373,2.883529,1.99256,1.893514,2.372828,4.315013
10b_90p_c2_b2_a,2.868549,4.761194,8.560498,8.93918,7.071537,5.595475,6.715617,11.95895,4.203522,4.088852,2.957311,3.022244,2.131296,1.968743,2.448787,4.5386
10b_90p_c2_b2_b,3.101897,5.256582,9.799581,10.0677,7.378229,5.888494,7.257809,13.40365,4.496477,4.568958,3.115224,3.148724,2.23509,2.009264,2.50086,4.55201
10b_90p_c2_b2_c,3.116719,5.262512,9.541496,9.93141,7.250742,5.772599,7.089424,13.21009,4.524419,4.641776,3.270132,3.250295,2.08692,1.966486,2.486399,4.705437
0b_100p_c2_b3_a,11.84257,12.8971,16.65634,17.85034,13.00767,12.72089,15.03314,25.09488,7.809427,6.478868,3.935199,3.759031,2.629635,2.880097,3.457843,5.463868
0b_100p_c2_b3_b,10.59177,11.4072,14.35807,15.42762,11.42574,11.05585,13.25384,22.54525,7.836448,6.740235,3.622783,3.270818,2.460622,2.535044,3.04127,4.701202
0b_100p_c2_b3_c,11.05897,11.95078,15.32049,16.51596,12.29294,11.61141,13.5538,22.67365,7.669911,6.449484,3.940428,4.028247,2.965203,2.897887,3.44521,5.760424
0b_100p_c2_b3_d,10.91818,11.99026,15.35753,16.1813,11.84338,11.51531,13.54543,22.58921,7.710051,6.688823,4.767371,4.732203,2.917884,2.953773,3.65175,6.56422
100b_0p_c2_b3_a,6.806922,7.087369,7.238261,6.909882,5.546787,5.207738,5.670447,8.111303,7.073435,6.654771,3.055866,2.218441,1.442904,1.466649,1.707915,2.300467
100b_0p_c2_b3_b,6.876611,7.105437,7.23575,6.925344,5.489391,5.111755,5.554891,8.025103,7.100024,6.620583,3.116445,2.228412,1.295502,1.338596,1.503031,2.499551
100b_0p_c2_b3_c,6.740535,6.905934,7.295916,6.942474,5.385922,5.019853,5.504814,7.940359,7.064893,6.66047,3.084871,2.217953,1.359409,1.436434,1.601643,2.5022
100b_0p_c2_b3_d,6.711493,6.908783,7.500255,7.187537,5.48397,5.063002,5.681294,8.716508,7.066431,6.667244,3.067416,2.198378,1.397663,1.433615,1.627394,2.581225
20b_80p_c2_b3_a,9.668972,10.40081,13.18612,13.41537,9.690024,9.252751,10.96684,19.19314,7.934841,6.968043,4.342646,3.811013,2.682654,2.64391,3.145269,5.286607
20b_80p_c2_b3_b,9.231658,9.945078,12.22533,12.46536,9.024137,8.489291,10.02637,17.68722,7.524973,6.600077,3.629033,3.183622,2.084488,2.076261,2.593004,5.15568
20b_80p_c2_b3_c,9.369133,9.979111,12.66559,12.67113,8.780349,8.417182,10.0205,17.63577,7.693012,6.819356,4.16579,3.796837,2.350037,2.286852,2.818959,5.542297
20b_80p_c2_b3_d,10.17959,11.08951,13.20056,13.67792,9.89194,9.359053,11.07457,19.69518,7.597973,6.538549,3.844858,3.42385,2.217052,2.336717,2.82886,4.934164
40b_60p_c2_b3_a,8.284076,8.975635,10.52393,10.51251,7.721611,7.189982,8.329901,14.37953,7.48286,6.752964,3.758978,3.185147,1.977935,2.012019,2.484153,4.7113
40b_60p_c2_b3_b,7.935542,8.472757,9.746725,9.590034,6.95605,6.489913,7.442105,12.69042,7.350407,6.703531,3.509419,2.870161,1.662679,1.639733,1.993608,4.202083
40b_60p_c2_b3_c,7.901996,8.427644,9.313457,9.341592,7.219343,6.769147,7.730276,12.57852,7.541613,6.911235,4.058333,3.585977,2.181908,2.062743,2.584943,5.281278
40b_60p_c2_b3_d,8.326514,8.943074,10.32731,10.43459,7.968874,7.417221,8.606178,14.47486,7.672219,6.933927,4.095662,3.597223,2.351111,2.274907,2.841041,5.54285
60b_40p_c2_b3_a,7.029054,7.341052,7.998092,7.838117,6.02822,5.638978,6.396986,10.23635,7.031909,6.57876,3.041803,2.216966,1.241807,1.35231,1.654926,3.33761
60b_40p_c2_b3_b,7.342203,7.746365,8.702967,8.444429,6.333532,5.885966,6.73887,10.95317,7.233054,6.698784,3.517405,2.81215,1.699018,1.627163,2.054646,4.124811
60b_40p_c2_b3_c,7.237194,7.593843,8.56691,8.39181,6.27949,5.79648,6.661856,10.9002,7.207088,6.753064,3.305607,2.475262,1.446926,1.488195,1.831553,3.620387
60b_40p_c2_b3_d,7.147188,7.501822,8.302282,8.105163,6.192955,5.702357,6.439139,10.05255,7.157963,6.732042,3.435399,2.685689,1.638042,1.588375,2.054294,3.958064
70b_30p_c2_b3_a,7.133406,7.422519,8.023472,7.974798,6.229044,5.687857,6.393775,10.11148,7.130598,6.650079,3.294723,2.496048,1.590297,1.506371,1.838613,3.60178
70b_30p_c2_b3_b,6.80885,7.101714,7.417827,7.198211,5.744372,5.405644,5.952925,8.588431,7.196519,6.700507,3.346456,2.57613,1.473883,1.597523,1.920462,3.585689
70b_30p_c2_b3_c,7.206606,7.58492,8.156873,8.069135,6.388441,5.911448,6.736576,10.70433,7.151075,6.599493,3.256323,2.553941,1.686822,1.579121,1.904904,3.781275
70b_30p_c2_b3_d,7.567784,8.077517,9.058239,8.955416,6.815454,6.221219,7.17197,12.31861,7.334073,6.885652,3.577265,2.768745,1.932987,1.974834,2.384953,4.376392
80b_20p_c2_b3_a,7.496905,8.093098,8.972272,8.600251,6.457461,6.043549,6.85096,11.16687,7.234204,6.619139,3.229802,2.441691,1.475605,1.566464,1.821901,3.540363
80b_20p_c2_b3_b,7.276082,7.719336,8.122892,7.891959,6.129439,5.739174,6.444435,10.01599,7.170977,6.652726,3.190896,2.340451,1.385817,1.521255,1.837764,3.16398
80b_20p_c2_b3_c,7.148221,7.607161,8.249711,7.829265,6.011965,5.627358,6.268167,9.583936,7.211586,6.648538,3.198999,2.415959,1.413032,1.452038,1.7259,3.092605
80b_20p_c2_b3_d,7.143901,7.526049,8.117046,7.871261,6.037246,5.566651,6.241884,9.80028,7.1989,6.72656,3.308425,2.469058,1.515916,1.576804,1.899436,3.570904
90b_10p_c2_b3_a,6.642667,6.818846,6.941208,6.613568,5.358506,5.021337,5.42486,7.505148,7.100074,6.684024,3.144145,2.306951,1.402304,1.349602,1.520177,2.333356
90b_10p_c2_b3_b,6.918344,7.151673,7.66435,7.246255,5.648154,5.291405,5.826529,8.661794,7.1489,6.768295,3.360876,2.566973,1.658503,1.650759,1.875232,3.225456
90b_10p_c2_b3_c,6.918344,7.151673,7.66435,7.246255,5.648154,5.291405,5.826529,8.661794,7.1489,6.768295,3.360876,2.566973,1.658503,1.650759,1.875232,3.225456
90b_10p_c2_b3_d,6.932227,7.236008,7.398326,7.109576,5.665179,5.232977,5.633797,7.814194,7.157115,6.770856,3.106121,2.285323,1.609845,1.633819,1.745715,2.352461
0b_100p_c2_b4_a,13.14784,12.73411,13.43316,14.56357,11.9256,11.32853,13.46078,22.3517,7.879017,6.761498,4.123731,4.160124,3.042399,3.006251,3.629957,6.217497
0b_100p_c2_b4_b,12.82282,12.44385,12.87448,13.69727,10.90549,10.4019,12.46668,21.11399,8.02188,6.89222,4.320296,4.125987,2.850955,2.860802,3.581022,6.35096
0b_100p_c2_b4_c,13.42111,12.92015,14.40197,15.20082,11.32126,10.79519,12.91624,21.79684,7.978219,6.751018,4.274384,4.204579,2.682968,2.650996,3.351597,6.176694
0b_100p_c2_b4_d,13.63036,13.17344,14.36334,15.39263,11.83261,11.3807,13.65339,23.09852,8.001757,6.859529,4.01331,3.854857,2.639777,2.651012,3.313528,5.771661
100b_0p_c2_b4_a,8.841467,8.204518,7.237019,6.885128,5.47053,5.124732,5.544361,7.700377,7.427408,6.72315,3.108282,2.237457,1.362616,1.353459,1.404272,1.946881
100b_0p_c2_b4_b,9.051375,8.587001,7.422322,7.05578,5.645788,5.301609,5.732432,7.981803,7.603552,6.823959,3.280547,2.428891,1.503694,1.566927,1.691864,2.45885
100b_0p_c2_b4_c,8.699101,8.029533,6.964135,6.630306,5.345951,4.967984,5.339393,7.269266,7.472764,6.848701,3.188361,2.2829,1.416901,1.507877,1.621765,2.064908
100b_0p_c2_b4_d,8.700499,7.984135,7.010615,6.6562,5.289679,4.917522,5.307054,7.333777,7.529154,6.834795,3.208057,2.329307,1.410023,1.430705,1.518588,2.119497
20b_80p_c2_b4_a,11.49909,10.97611,10.82136,11.01028,8.170087,7.800935,9.308862,15.54878,7.643834,6.56785,3.721152,3.330494,1.978453,2.020408,2.643014,5.395059
20b_80p_c2_b4_b,11.16677,10.84352,11.31062,11.38816,8.209037,7.802716,9.203301,15.47138,7.398144,6.672427,4.029318,3.573301,2.243919,2.181489,2.735836,5.246806
20b_80p_c2_b4_c,11.6619,11.05498,11.42882,11.67814,8.63796,8.115132,9.608242,15.97956,7.952091,7.009654,4.405097,3.938923,2.404651,2.448725,3.196861,5.955088
20b_80p_c2_b4_d,11.34753,10.79428,11.15421,11.40467,8.654256,8.127949,9.599925,15.84102,7.87468,6.862942,4.153818,3.797253,2.459573,2.428889,3.092219,5.942012
40b_60p_c2_b4_a,10.97022,10.34638,11.01012,10.91901,7.691919,7.111038,8.393109,14.68991,7.844866,6.883821,3.394504,2.651713,1.677357,1.698243,2.022781,3.290815
40b_60p_c2_b4_b,10.94987,10.34413,10.77755,10.39729,7.094666,6.63464,7.798129,13.53298,7.883288,6.867257,3.453304,2.821517,1.681727,1.69947,2.003422,3.280984
40b_60p_c2_b4_c,10.49162,9.996788,9.915828,9.873029,7.323915,6.842924,7.984949,13.85158,7.660971,6.854167,3.401967,2.719,1.74389,1.695181,2.023465,3.594842
40b_60p_c2_b4_d,10.3759,9.707548,9.514582,9.344419,6.878626,6.463984,7.462107,12.27773,7.798947,6.862225,3.871925,3.324165,1.921961,1.852502,2.288105,4.378876
60b_40p_c2_b4_a,9.648008,8.89538,8.545407,8.244832,5.982386,5.477711,6.273998,10.18881,7.586043,6.816153,3.448378,2.653494,1.463245,1.445592,1.739322,3.003376
60b_40p_c2_b4_b,9.475014,8.82938,8.08383,7.842261,5.888039,5.4235,6.113183,9.366473,7.552991,6.735026,3.177035,2.417972,1.596492,1.672612,1.821256,2.632448
60b_40p_c2_b4_c,9.213621,8.926192,8.960258,8.718923,6.364451,5.935573,6.815037,11.13205,7.054598,6.518405,3.220353,2.463383,1.413465,1.531539,1.676704,3.195994
60b_40p_c2_b4_d,9.760062,9.04741,8.868071,8.609618,6.388316,5.856462,6.746741,10.96747,7.629414,6.803971,3.478382,2.790862,1.62005,1.55799,1.926031,3.841134
70b_30p_c2_b4_a,9.616675,9.000684,8.814181,8.485367,6.15701,5.654774,6.476806,10.3632,7.586967,6.741368,3.182914,2.429269,1.443475,1.37053,1.563313,2.82636
70b_30p_c2_b4_b,9.961165,9.481836,9.496367,9.08666,6.611655,6.134377,7.057668,11.28239,7.706322,6.931252,3.491417,2.704,1.64966,1.674472,1.961577,3.237902
70b_30p_c2_b4_c,9.236476,8.554049,8.032653,7.843142,6.006848,5.506239,6.276367,9.875517,7.650087,6.843952,3.366285,2.576271,1.478487,1.505662,1.800765,3.116302
70b_30p_c2_b4_d,9.581226,9.017481,8.485728,8.263768,6.414812,5.884769,6.623513,10.31418,7.638348,6.865199,3.246738,2.426809,1.495629,1.551822,1.772056,2.839893
80b_20p_c2_b4_a,9.288797,8.735191,8.178101,7.821435,5.950357,5.553056,6.22085,9.617458,7.620814,6.856096,3.312168,2.495371,1.576308,1.63273,1.821175,2.823031
80b_20p_c2_b4_b,9.203869,8.588694,7.942563,7.631697,5.87979,5.406187,5.997516,9.019194,7.602314,6.937264,3.372653,2.571118,1.610286,1.63633,1.857757,3.045372
80b_20p_c2_b4_c,9.148455,8.604988,7.928712,7.605031,5.831823,5.428569,6.039943,9.085606,7.480563,6.729545,3.198347,2.478198,1.833831,1.820468,1.863024,2.708511
80b_20p_c2_b4_d,9.092169,8.498737,7.617126,7.340464,5.754157,5.328353,5.912623,8.940293,7.702194,6.897232,3.357427,2.558891,1.601185,1.5302,1.688387,2.774035
90b_10p_c2_b4_a,9.479826,8.931857,7.842081,7.535767,5.922036,5.480801,6.013355,8.84777,7.610188,6.984493,3.299557,2.446104,1.688458,1.768727,2.015209,2.926624
90b_10p_c2_b4_b,8.927963,8.271546,7.292608,6.906564,5.431717,5.057404,5.472082,7.636279,7.59864,6.855271,3.355552,2.463266,1.37453,1.339928,1.527022,2.506565
90b_10p_c2_b4_c,9.136606,8.484608,7.584792,7.289071,5.697152,5.186017,5.6698,8.147377,7.538058,6.807389,3.228373,2.352781,1.365129,1.313731,1.457172,2.235979
90b_10p_c2_b4_d,9.088948,8.501218,7.418686,7.156818,5.716041,5.247978,5.742492,8.244946,7.629749,6.846187,3.236776,2.40127,1.40271,1.369017,1.539249,2.332009
0b_100p_c2_b5_a,11.33358,12.61593,15.59217,16.83797,13.99999,13.71848,16.31789,25.97331,8.316329,6.966826,5.330836,5.501641,4.281076,4.156293,5.021564,8.411816
0b_100p_c2_b5_b,11.13772,12.52625,15.43979,16.7403,14.35361,14.27701,16.95153,26.82828,8.234725,6.778517,4.456918,4.49376,3.444937,3.601548,4.155888,6.160104
0b_100p_c2_b5_c,10.70299,11.87974,14.77444,16.1385,13.58992,13.81566,16.74077,26.65666,7.906903,6.553294,3.820726,3.593963,2.755283,3.043327,3.677109,5.454939
0b_100p_c2_b5_d,11.39761,12.68236,16.48819,17.58241,13.79099,13.60376,16.5792,27.21255,8.266183,6.854637,5.153368,5.192099,3.837637,3.731637,4.609237,7.925191
100b_0p_c2_b5_a,8.021317,9.083259,11.65614,12.39379,9.15251,8.572252,11.10756,19.28218,7.509654,6.551248,3.272979,2.975724,2.156727,2.201785,3.042475,5.599916
100b_0p_c2_b5_b,7.707568,8.556708,10.28397,10.94029,8.478511,8.037749,10.13893,16.84796,7.567229,6.70049,3.587905,3.285538,2.292413,2.337343,3.301296,6.150954
100b_0p_c2_b5_c,7.65716,8.586091,10.6076,11.14543,8.531135,8.088797,10.21353,17.10352,7.44275,6.621296,3.529461,3.199314,2.159719,2.312822,3.042587,5.493843
100b_0p_c2_b5_d,8.246859,9.314557,11.73863,12.21736,8.99716,8.590881,10.96118,18.49278,7.615676,6.536449,3.704317,3.45719,2.179751,2.139575,2.876421,5.212554
10b_90p_c2_b5_a,9.386626,10.39916,12.4181,13.25609,11.1489,11.50338,14.09488,22.08611,7.688431,6.479204,3.636622,3.3397,2.446275,2.567834,3.257815,5.560246
10b_90p_c2_b5_b,9.762718,10.76285,13.17727,13.8464,11.0514,10.97072,13.28366,21.20786,7.832982,6.686129,4.820016,4.853578,3.47631,3.41622,4.351945,7.7737
10b_90p_c2_b5_c,10.0939,11.20243,13.37117,14.72649,12.47442,12.39086,15.19147,24.82919,7.72973,6.306219,3.68401,3.688029,2.719744,2.79129,3.550004,6.341644
10b_90p_c2_b5_d,9.245289,10.20408,11.85579,12.80605,11.21497,11.3284,13.52519,20.43254,7.952952,6.862971,4.502415,4.565916,3.404536,3.417023,4.330881,7.589067
20b_80p_c2_b5_a,7.714395,8.104398,8.590311,9.28216,8.627151,8.487412,10.23919,16.19243,7.473985,6.74881,3.548903,3.474952,3.07877,2.945134,3.976925,7.821219
20b_80p_c2_b5_b,7.222086,7.512902,7.624733,8.270539,7.929958,7.751252,9.116791,13.6171,7.312215,6.551304,3.370439,3.225014,2.791838,2.675972,3.746084,7.547213
20b_80p_c2_b5_c,7.866591,8.427144,9.307657,10.27824,9.285211,8.821749,10.79899,18.01381,7.460609,6.810807,3.956204,4.062745,3.479289,3.151546,4.279321,8.898362
20b_80p_c2_b5_d,9.689702,10.90845,13.11576,14.63484,12.75716,11.65502,14.2285,24.93374,7.830971,6.66588,3.985913,4.101105,3.548903,3.194783,3.852964,6.957158
30b_70p_c2_b5_a,7.940161,8.523907,9.426077,10.40621,9.444386,9.097766,11.02706,17.91823,7.634769,6.772387,3.948422,3.866738,2.965003,2.852788,3.790881,7.109538
30b_70p_c2_b5_b,6.938496,7.154736,7.490771,7.957808,7.420461,7.286821,8.430037,12.13617,7.308455,6.741716,3.579258,3.306216,2.845425,2.835615,3.80667,7.346027
30b_70p_c2_b5_c,7.501992,7.957781,8.415401,9.267516,8.7823,8.472194,10.28828,16.56836,7.455766,6.73852,3.495447,3.454484,3.085648,2.828428,3.772982,7.344288
