Sample_ID,Mean 01,Mean 02,Mean 03,Mean 04,Mean 05,Mean 06,Mean 07,Mean 08,Mean 09,Mean 10,Mean 11,Mean 12,Mean 13,Mean 14,Mean 15,Mean 16,Mean 17,Mean 18,StdDev 01,StdDev 02,StdDev 03,StdDev 04,StdDev 05,StdDev 06,StdDev 07,StdDev 08,StdDev 09,StdDev 10,StdDev 11,StdDev 12,StdDev 13,StdDev 14,StdDev 15,StdDev 16,StdDev 17,StdDev 18,Group Label
80b_20p_c2_b3_a,6.886381,7.386283,8.356198,9.81979,11.13909,11.05075,13.27442,15.74109,18.91199,19.91358,20.46341,32.55564,53.01104,53.891,54.40618,52.99582,52.61088,49.59659,1.049222,1.640107,2.216867,3.048806,3.612098,3.536761,3.941598,4.757633,4.976474,4.838066,4.902624,6.353409,5.615631,5.504463,5.497982,4.923882,4.981796,4.658225,80
80b_20p_c2_b3_b,6.750231,7.084815,7.899315,9.166309,10.33779,10.2566,12.33414,14.62661,17.73656,18.72641,19.28498,31.43387,51.29832,52.13565,52.61076,51.34274,50.91908,48.02024,0.9966151,1.514261,2.024784,2.760484,3.289027,3.241657,3.74939,4.55586,4.854838,4.788694,4.896387,6.497803,6.048878,5.92319,5.857707,5.214072,5.258262,4.928142,80
80b_20p_c2_b3_c,6.67596,6.900827,7.652755,8.824956,9.901568,9.805852,11.73565,13.8223,16.67728,17.61249,18.05661,29.18389,49.38006,50.2614,50.78601,49.91959,49.60855,47.2311,0.9379902,1.392209,1.883366,2.614724,3.158495,3.109922,3.57529,4.425982,4.755978,4.655438,4.730876,6.467214,6.873022,6.789895,6.721585,5.861151,5.860026,5.334322,80
80b_20p_c2_b3_d,6.769107,7.237747,8.156524,9.563375,10.94327,10.87984,13.01745,15.28369,18.1623,19.0332,19.42653,30.67035,51.84473,52.72329,53.19496,51.79535,51.38064,48.38265,1.070161,1.588835,2.074066,2.776713,3.372781,3.348024,3.768658,4.472728,4.663018,4.575558,4.643133,5.891955,5.777617,5.731553,5.794117,5.311326,5.403659,5.209156,80
90b_10p_c2_b3_a,6.508512,6.36695,6.839688,7.653712,8.46606,8.372071,9.976272,11.72803,14.48252,15.4848,15.9134,26.60699,46.79002,47.73056,48.30909,47.77394,47.46172,45.23019,0.9372365,1.163113,1.492115,2.042999,2.519955,2.488263,2.875075,3.582132,3.807633,3.708554,3.758971,5.162738,5.227846,5.143736,5.132006,4.687142,4.751177,4.610568,90
90b_10p_c2_b3_b,6.469934,6.449596,7.041139,8.012896,8.896482,8.774834,10.45197,12.35522,15.1343,16.10992,16.55265,27.60134,48.02642,48.94272,49.48535,48.76509,48.43532,46.04115,0.860001,1.117406,1.495775,2.097873,2.560017,2.512249,2.918405,3.660733,3.901374,3.826945,3.905298,5.427773,5.433436,5.358428,5.374,4.983954,5.077837,5.018272,90
90b_10p_c2_b3_c,6.504459,6.69988,7.404637,8.515687,9.637467,9.562041,11.44347,13.4064,16.09502,16.95676,17.30552,28.10472,49.24925,50.17172,50.66994,49.71623,49.36964,46.79542,0.9216298,1.213903,1.600812,2.19514,2.685308,2.660495,3.058818,3.688519,3.820816,3.730676,3.765025,4.818004,5.32859,5.315423,5.385718,4.994547,5.087103,4.969776,90
90b_10p_c2_b3_d,6.38324,6.260629,6.729743,7.536421,8.288612,8.165932,9.554566,11.27631,14.25713,15.22224,15.65861,26.54174,46.50001,47.50579,48.10987,47.36413,46.92029,44.25838,0.9715406,1.159062,1.499157,2.086548,2.607116,2.585379,3.103932,3.847188,3.947398,3.896605,3.939431,5.269513,6.165212,6.108536,6.093979,5.503804,5.568045,5.310578,90
0b_100p_c2_b4_a,11.1653,13.85972,16.14273,19.01934,21.72863,21.84243,26.27089,30.10858,34.50235,35.62099,36.56797,50.27119,66.53859,67.0779,67.44193,63.92337,63.20626,58.51534,2.664462,4.266046,5.320415,6.527582,6.946518,6.74708,6.908755,7.41577,7.063801,6.632786,6.603117,7.105164,5.900088,5.866674,5.950971,5.409433,5.491979,5.252667,0
0b_100p_c2_b4_b,10.24625,12.58826,14.64705,17.27655,19.88239,20.015,24.39376,28.13421,32.5588,33.75034,34.71443,48.31425,65.21622,65.87897,66.25004,62.94149,62.23767,57.6794,2.42824,4.087553,5.181446,6.43979,6.909229,6.709741,7.005137,7.675745,7.518128,7.119106,7.138398,8.113826,6.38605,6.253687,6.238774,5.513662,5.551949,5.192831,0
0b_100p_c2_b4_c,10.60702,13.17105,15.37116,18.15738,20.7258,20.81293,25.05577,28.71798,33.00139,34.10583,35.00859,48.60802,65.74737,66.35619,66.747,63.47443,62.79558,58.34975,2.643788,4.47162,5.68003,7.059032,7.481093,7.230394,7.356293,7.85267,7.442504,6.934566,6.871602,7.599731,6.49508,6.433831,6.488041,5.881636,5.972665,5.755558,0
0b_100p_c2_b4_d,11.11419,13.99059,16.39091,19.3794,21.91944,21.94614,26.29464,30.18791,34.5906,35.66917,36.62302,50.52697,66.74921,67.27969,67.61198,64.0808,63.34876,58.64841,2.468839,4.121702,5.211736,6.447711,6.775366,6.525885,6.546185,7.015345,6.674967,6.227554,6.198044,6.833791,6.000383,5.991549,6.108145,5.588124,5.689858,5.475008,0
100b_0p_c2_b4_a,6.390237,6.275866,6.757705,7.552137,8.13086,7.960515,9.311907,10.96343,13.37662,14.23241,14.57706,24.93854,44.68638,45.48616,45.95576,45.60076,45.27927,43.45415,1.065198,1.155268,1.38943,1.851783,2.264354,2.219064,2.454411,3.209115,3.366725,3.342775,3.443681,4.859223,5.243019,5.202915,5.198371,4.697133,4.735496,4.592696,100
100b_0p_c2_b4_b,6.332159,6.274113,6.781165,7.599089,8.273093,8.146756,9.654283,11.32571,13.76858,14.67848,15.06513,25.2846,44.87439,45.77246,46.36055,46.16238,45.89539,44.24617,1.118594,1.287208,1.576998,2.096781,2.560034,2.503657,2.759842,3.509467,3.677629,3.644551,3.73689,5.398671,5.644774,5.562232,5.470948,4.801087,4.817487,4.552608,100
100b_0p_c2_b4_c,6.287517,6.000153,6.359226,6.994168,7.553189,7.428919,8.745928,10.17746,12.44033,13.22398,13.45625,22.78472,43.35307,44.33344,44.96421,44.86243,44.57154,42.91849,1.117911,1.13975,1.283643,1.636993,2.054466,2.014534,2.191494,2.862126,2.908017,2.868407,2.944195,4.218492,4.912957,4.897591,4.937254,4.526914,4.595847,4.523221,100
100b_0p_c2_b4_d,5.991438,5.832107,6.250063,6.965331,7.53748,7.384836,8.6758,10.21899,12.52683,13.31441,13.58806,23.25148,43.59436,44.46269,44.96484,44.73509,44.41757,42.70049,1.149919,1.224353,1.408223,1.784233,2.217051,2.186822,2.42057,3.092586,3.202727,3.206568,3.291231,4.551422,5.343493,5.368421,5.479029,5.125037,5.21984,5.186645,100
20b_80p_c2_b4_a,8.76403,10.58316,12.36215,14.68325,16.46792,16.40593,19.83051,22.99292,26.75923,27.78713,28.57876,42.11593,60.5327,61.22741,61.75931,59.29395,58.71455,54.95721,1.803821,3.212184,4.228918,5.476757,6.054407,5.879461,6.317534,7.094231,7.039412,6.680842,6.700392,7.896517,6.202491,6.034465,5.97491,5.293141,5.348211,5.089033,20
20b_80p_c2_b4_b,8.978016,10.70293,12.47331,14.79888,16.62522,16.54949,19.84972,23.03092,26.80757,27.84249,28.62388,42.11162,60.62154,61.32751,61.87933,59.36721,58.78614,54.92514,1.94855,3.239597,4.17749,5.333927,5.862679,5.687228,5.961497,6.623158,6.46184,6.070879,6.064701,7.106699,5.634415,5.528616,5.528527,4.971516,5.05669,4.877211,20
20b_80p_c2_b4_c,9.420537,11.50851,13.43243,15.95299,18.08313,18.06792,21.61414,24.80277,28.40008,29.31582,30.05081,43.35939,61.31945,61.92999,62.35378,59.71167,59.12912,55.30837,2.064076,3.305818,4.166046,5.23336,5.769755,5.640057,5.924273,6.498263,6.359559,6.065932,6.0966,7.161962,6.80618,6.740367,6.756638,6.012949,6.061885,5.696804,20
20b_80p_c2_b4_d,9.1274,11.23515,13.14066,15.6049,17.64484,17.62712,21.22894,24.47408,28.12854,29.10234,29.82662,43.20811,61.64716,62.2891,62.73299,60.04439,59.42248,55.45427,1.870092,3.120682,4.005206,5.080099,5.517574,5.348444,5.521236,6.070446,5.909899,5.627583,5.653384,6.598757,6.064531,6.02991,6.075733,5.513307,5.601826,5.38925,20
40b_60p_c2_b4_a,8.32046,9.986811,11.75611,14.16815,16.17114,16.08429,19.10197,22.16408,25.43907,26.22063,26.7885,39.58382,58.74103,59.40488,59.91995,57.66722,57.08175,53.51511,1.424135,2.195883,2.81832,3.654623,4.177939,4.114036,4.393633,4.970731,4.933976,4.764795,4.794436,5.725876,6.120604,6.142374,6.269714,5.753244,5.843614,5.576482,40
40b_60p_c2_b4_b,7.73245,8.971478,10.47698,12.56037,14.20342,14.08856,16.94843,19.90021,23.37732,24.28915,24.9258,38.03401,57.49406,58.23507,58.8219,56.77964,56.24298,52.90473,1.189452,1.951892,2.630696,3.552914,4.04021,3.90166,4.096045,4.763272,4.724503,4.469459,4.489998,5.514219,5.162141,5.125688,5.19069,4.698944,4.780562,4.598454,40
40b_60p_c2_b4_c,7.896719,9.170168,10.7003,12.82252,14.62566,14.55863,17.62506,20.76109,24.42116,25.37865,26.0216,39.0765,57.88946,58.60785,59.15456,57.06665,56.54242,53.21732,1.23667,1.956229,2.574514,3.417795,3.963239,3.87084,4.168291,4.901899,5.065881,4.957257,5.034767,6.114748,5.930075,5.906459,5.975025,5.348169,5.402093,5.039978,40
40b_60p_c2_b4_d,8.005683,9.367451,10.93342,13.07529,14.85319,14.78187,17.83703,20.94556,24.51327,25.47516,26.13091,39.05213,58.15264,58.8733,59.42788,57.33476,56.81496,53.46817,1.413092,2.250813,2.939275,3.843328,4.251637,4.09937,4.213123,4.825796,4.842222,4.667756,4.718939,5.746953,5.536602,5.522367,5.585741,5.034762,5.114985,4.857022,40
60b_40p_c2_b4_a,6.744778,7.359466,8.372462,9.916755,11.30703,11.19577,13.37423,15.70343,18.58084,19.38774,19.83804,31.33627,51.78773,52.62847,53.19096,51.91698,51.47374,48.87114,1.098017,1.482952,1.889381,2.529701,3.083458,3.03627,3.316712,4.007954,4.11075,4.011081,4.085217,5.29895,5.687328,5.6665,5.685102,5.069172,5.117856,4.86215,60
60b_40p_c2_b4_b,6.654369,7.037278,7.858,9.079395,10.1212,10.02773,12.13243,14.12682,16.80175,17.67547,18.12291,29.06379,49.07165,49.97002,50.68335,49.95525,49.5839,47.41071,1.107698,1.434299,1.876653,2.595196,3.197039,3.1264,3.554935,4.39707,4.528462,4.393111,4.481643,6.358799,6.74749,6.610204,6.468037,5.489182,5.462605,4.923753,60
60b_40p_c2_b4_c,6.920227,7.59914,8.621944,10.09573,11.35983,11.28504,13.68726,16.05237,19.04396,20.0358,20.5594,32.15609,52.23516,53.12518,53.80905,52.69875,52.30111,49.79184,1.18333,1.845586,2.500045,3.439754,4.069604,3.948362,4.37853,5.278286,5.369741,5.214483,5.295599,6.931928,6.247881,6.098279,6.044895,5.387302,5.4385,5.124368,60
60b_40p_c2_b4_d,7.125276,8.017787,9.214547,10.9326,12.27559,12.12628,14.46026,17.0503,20.01106,20.85985,21.32293,33.1153,53.32341,54.07808,54.61639,53.15879,52.70224,49.8879,1.184263,1.778541,2.33811,3.133757,3.640173,3.540697,3.836259,4.537772,4.59245,4.489729,4.565508,5.725494,5.744389,5.716511,5.763501,5.269083,5.353595,5.175545,60
70b_30p_c2_b4_a,6.6059,7.134257,8.036229,9.363861,10.48144,10.37699,12.38915,14.50093,17.18574,18.01818,18.40906,29.47097,49.68237,50.55383,51.0886,50.14853,49.79866,47.41309,1.100044,1.565861,2.07174,2.817071,3.347185,3.276896,3.588955,4.346967,4.423095,4.279714,4.318081,5.871459,6.3228,6.252042,6.222525,5.536644,5.587675,5.260107,70
70b_30p_c2_b4_b,6.768488,7.224087,8.073612,9.345531,10.48366,10.3999,12.43471,14.51692,17.26053,18.12276,18.52044,29.63275,50.25358,51.18124,51.76862,50.79646,50.4436,48.00064,1.110387,1.612489,2.113951,2.867511,3.418538,3.343874,3.63881,4.348826,4.320022,4.10907,4.113908,5.447392,5.676734,5.614783,5.646984,5.128211,5.212013,4.993529,70
70b_30p_c2_b4_c,6.372764,6.756331,7.549269,8.76203,10.03267,9.997454,12.14621,14.32833,17.04425,17.83849,18.19166,29.09271,50.27544,51.16433,51.68006,50.60534,50.22168,47.70405,1.075153,1.362099,1.687325,2.214333,2.731608,2.710964,2.98449,3.610293,3.666943,3.620224,3.686839,4.753572,5.513046,5.571925,5.707766,5.336323,5.44927,5.365994,70
70b_30p_c2_b4_d,6.746444,7.092648,7.904315,9.154343,10.42072,10.36268,12.48492,14.75463,17.61163,18.46224,18.84944,30.00565,50.96254,51.86693,52.40566,51.20778,50.8036,48.11791,1.104032,1.464527,1.849666,2.431796,2.960534,2.909478,3.156058,3.780425,3.862731,3.79028,3.836177,4.853923,5.260705,5.292642,5.415099,5.011853,5.101469,4.976872,70
80b_20p_c2_b4_a,6.523608,6.738238,7.469275,8.598247,9.501047,9.35349,11.09105,13.06854,15.69323,16.49891,16.84958,27.53126,47.44128,48.23561,48.76254,48.15925,47.8308,45.71896,1.154455,1.366528,1.675822,2.227005,2.72197,2.655946,2.917434,3.646396,3.742948,3.688705,3.781996,5.239573,5.798908,5.796434,5.844944,5.331833,5.401719,5.224858,80
80b_20p_c2_b4_b,6.385945,6.573089,7.251658,8.3307,9.296983,9.185481,10.9781,12.96279,15.63566,16.48866,16.86024,27.56608,48.15948,49.05101,49.66204,49.034,48.68164,46.4648,1.133997,1.346297,1.651869,2.197486,2.707752,2.660844,2.950252,3.652524,3.709388,3.616517,3.684245,5.162933,5.655734,5.632898,5.670456,5.214742,5.286474,5.134472,80
80b_20p_c2_b4_c,6.595517,6.928755,7.743317,8.992135,10.03794,9.894158,11.74194,13.84909,16.52482,17.36453,17.72239,28.7,48.90203,49.69987,50.23832,49.49431,49.16134,46.89572,1.133647,1.393576,1.726236,2.285038,2.784452,2.733273,2.96262,3.63625,3.662173,3.584456,3.655219,4.987963,5.323092,5.299893,5.341409,4.897482,4.955908,4.80784,80
80b_20p_c2_b4_d,6.348762,6.486358,7.1601,8.212667,9.081782,8.934649,10.60585,12.59047,15.20625,16.03977,16.38978,26.96357,47.31652,48.13869,48.70473,48.17398,47.84079,45.72421,1.124846,1.304261,1.597871,2.101358,2.576198,2.517081,2.768064,3.463534,3.594963,3.567274,3.661404,5.105793,5.638938,5.654826,5.725333,5.239163,5.291549,5.073269,80
90b_10p_c2_b4_a,6.293815,6.387143,7.025221,8.086142,9.167516,9.071454,10.87127,12.98511,15.71466,16.5576,16.90403,27.87794,48.46283,49.2969,49.7686,48.8961,48.48098,46.01954,1.061323,1.264626,1.503972,1.916678,2.360552,2.335678,2.473936,3.098931,3.161643,3.133956,3.20693,4.44083,4.986684,5.023259,5.119503,4.704022,4.757507,4.557827,90
90b_10p_c2_b4_b,6.247562,6.190043,6.705018,7.559164,8.314943,8.188022,9.699708,11.39481,13.82461,14.66207,14.97811,25.10097,45.57044,46.50145,47.07368,46.72076,46.43433,44.67866,1.133135,1.31328,1.576253,2.045876,2.506001,2.463915,2.633084,3.324698,3.384367,3.288776,3.33489,4.63453,5.201105,5.181972,5.226251,4.788332,4.855663,4.76754,90
90b_10p_c2_b4_c,6.12543,6.102449,6.610638,7.468515,8.401376,8.324363,9.929751,11.61798,14.02658,14.81116,15.07563,24.81771,46.23935,47.23745,47.83803,47.32556,46.99104,45.0079,1.033447,1.17474,1.42765,1.90067,2.438385,2.417388,2.682691,3.341982,3.451959,3.39598,3.456894,4.580369,5.187843,5.19354,5.290065,4.919361,4.989259,4.90037,90
90b_10p_c2_b4_d,6.073071,6.109336,6.651542,7.538567,8.587038,8.543109,10.30171,12.12012,14.56759,15.36199,15.64076,25.67955,46.92426,47.85929,48.4133,47.80575,47.44513,45.3111,1.041585,1.255635,1.508463,1.950566,2.465608,2.476347,2.742615,3.382998,3.453337,3.413865,3.48045,4.566681,5.401212,5.42567,5.52283,5.150964,5.22193,5.128232,90
0b_100p_c2_b5_a,14.18131,17.98562,20.90945,24.3442,27.16916,27.25791,31.65871,35.60283,40.38197,41.59901,42.74601,56.90921,72.04633,72.45199,72.64823,68.4715,67.73043,62.61604,4.035608,6.184442,7.540474,9.012955,9.580427,9.362299,9.631183,10.38066,10.17362,9.715276,9.756184,10.76899,7.751976,7.53544,7.456656,6.492506,6.542813,6.012858,0
0b_100p_c2_b5_b,15.33836,19.3943,22.48711,26.08702,29.25597,29.46468,34.38817,38.46349,43.14514,44.19733,45.32973,60.06961,74.25832,74.48167,74.46992,69.86045,69.09286,63.69312,3.704456,5.237047,6.22476,7.275182,7.482856,7.264516,7.164393,7.522609,7.266251,6.955392,6.994765,7.753573,6.84118,6.74837,6.795569,6.066761,6.156144,5.802649,0
0b_100p_c2_b5_c,14.7056,18.64222,21.53926,24.87388,27.88724,28.11279,32.81273,36.62331,41.28381,42.3806,43.50296,58.25166,73.05426,73.34173,73.41957,69.04273,68.25559,62.9864,3.496112,5.285813,6.367417,7.508335,8.029937,7.904863,8.19048,8.751137,8.52575,8.063987,8.073772,9.144347,6.901065,6.727444,6.663354,5.856225,5.918916,5.533132,0
0b_100p_c2_b5_d,13.32631,16.96688,19.72566,22.91755,25.45787,25.55766,29.94784,33.59448,38.20829,39.48117,40.6005,54.65261,70.3374,70.82127,71.06698,67.19449,66.46827,61.63997,3.812124,6.123901,7.584424,9.155164,9.692951,9.45509,9.73554,10.54034,10.40668,9.888515,9.932678,11.10942,7.591733,7.340117,7.21714,6.27128,6.313704,5.833859,0
100b_0p_c2_b5_a,10.1304,13.77117,16.40515,19.62055,22.17154,22.2212,26.46802,29.80622,32.83427,33.71441,34.56455,49.17746,65.30564,65.4826,65.32984,62.36799,61.97525,58.15448,1.806992,3.080554,3.854097,4.754932,5.278903,5.197869,5.63876,6.291771,6.333612,6.337035,6.455604,7.384295,7.39862,7.418636,7.56708,7.064192,7.223948,7.112277,100
100b_0p_c2_b5_b,10.0344,13.17648,15.51139,18.40718,20.90381,21.03101,25.3746,28.62807,31.72159,32.62986,33.43881,47.63624,64.41483,64.65109,64.57648,61.774,61.41026,57.72963,2.024016,3.501308,4.375718,5.403429,5.895132,5.766529,6.094004,6.699767,6.63068,6.54833,6.662386,7.691077,7.804935,7.831167,7.99026,7.458276,7.618444,7.486689,100
100b_0p_c2_b5_c,9.9552,13.02658,15.34506,18.23693,20.8977,21.07389,25.54329,28.85413,32.03965,33.02564,33.86917,48.24742,64.97118,65.19696,65.11356,62.16302,61.78049,57.96278,1.813925,3.143937,3.949668,4.887067,5.351469,5.248179,5.640147,6.256759,6.253221,6.227096,6.336622,7.264068,7.416307,7.439238,7.591609,7.040077,7.183218,6.974147,100
100b_0p_c2_b5_d,10.36551,13.83697,16.37277,19.46672,21.9533,22.02961,26.34659,29.63844,32.72192,33.62794,34.48772,49.11386,65.20301,65.36354,65.21986,62.20349,61.79801,57.91793,1.842133,3.142527,3.92102,4.80123,5.174236,5.061668,5.425079,6.044335,6.065365,6.05722,6.170964,7.070645,7.112631,7.14142,7.272099,6.746615,6.884338,6.743621,100
10b_90p_c2_b5_a,10.90284,13.04614,14.7118,16.69683,19.2719,19.7274,24.61647,27.73601,31.99996,33.40765,34.45602,47.90839,65.55389,66.29874,66.87183,63.98351,63.4114,59.45019,2.944365,4.841783,6.013957,7.319062,8.282936,8.274136,9.376161,10.51642,10.75602,10.4122,10.56755,12.88062,8.619519,8.050281,7.53918,6.138099,6.094842,5.449179,10
10b_90p_c2_b5_b,10.93296,13.22823,15.10383,17.34777,19.77288,20.06736,24.57154,27.66507,31.83916,33.19504,34.20393,47.77169,65.83366,66.58568,67.15501,64.23839,63.66283,59.64377,3.168257,5.25685,6.580936,8.066754,8.894522,8.769946,9.564345,10.63343,10.75393,10.33892,10.44908,12.40919,7.97272,7.460936,7.063984,5.927231,5.95177,5.602883,10
10b_90p_c2_b5_c,12.42224,15.77977,18.31893,21.27857,23.73007,23.85862,28.5738,32.23213,36.60205,37.82439,38.96425,53.77451,69.30379,69.69965,69.90479,66.13159,65.42538,60.70805,3.068841,5.153384,6.445088,7.876061,8.43907,8.22249,8.570794,9.368298,9.17299,8.65177,8.678329,9.805105,6.433733,6.205562,6.088366,5.31813,5.366848,5.036809,10
10b_90p_c2_b5_d,11.33152,13.50061,15.27423,17.42727,20.10774,20.56907,25.62841,28.98708,33.55503,35.05371,36.19799,50.48176,68.04335,68.57442,68.92948,65.51294,64.88082,60.48108,2.925,4.749868,5.882545,7.151997,7.705936,7.527687,7.78961,8.429654,8.159997,7.682219,7.688289,8.69545,6.468896,6.336645,6.306634,5.557911,5.606705,5.357585,10
20b_80p_c2_b5_a,10.5896,13.26501,15.3589,17.879,20.92353,21.4096,27.33601,31.54105,36.71371,38.27414,39.48203,54.00092,70.06898,70.44665,70.58514,66.93253,66.35659,61.85133,2.556485,4.507733,5.741108,7.149625,7.82911,7.620874,7.835612,8.486748,8.238514,7.93294,8.022869,8.718208,7.738175,7.734046,7.867383,7.17455,7.266535,6.929723,20
20b_80p_c2_b5_b,9.639967,11.55687,13.15068,15.12969,17.94173,18.51822,24.29694,28.19942,33.45436,35.34227,36.57376,50.45931,68.93895,69.56119,69.95315,66.72583,66.21602,62.07874,2.341936,4.391649,5.654873,7.116541,8.05614,7.919255,8.309855,8.977564,8.539018,8.05367,8.030362,8.574642,6.997034,7.012381,7.184843,6.676542,6.803375,6.603974,20
20b_80p_c2_b5_c,10.81289,13.89021,16.26419,19.09576,21.95152,22.26412,27.82235,31.96534,36.89658,38.44287,39.6464,54.02792,70.20828,70.60835,70.76423,67.01208,66.4243,61.79688,2.551907,4.781651,6.217364,7.832081,8.397989,8.0736,8.023967,8.64317,8.217641,7.769827,7.841063,8.772895,6.930505,6.886954,7.014422,6.397808,6.512537,6.238502,20
20b_80p_c2_b5_d,12.41071,16.75913,19.96095,23.70247,26.7748,26.86534,31.89828,36.08809,40.52888,41.68719,42.82161,57.18948,71.01187,71.19479,71.11239,67.01108,66.32819,61.36961,2.33322,4.010554,5.130219,6.366111,6.56997,6.268946,6.164727,6.638265,6.441349,6.33824,6.438424,6.974278,6.767262,6.789233,6.910637,6.250975,6.333889,5.955836,20
30b_70p_c2_b5_a,11.49184,14.80707,17.33316,20.39524,23.71114,24.11877,29.67901,33.76302,38.23968,39.54838,40.65221,54.69885,70.27122,70.59628,70.72585,67.08804,66.512,62.06693,2.626875,4.324911,5.383103,6.58213,7.159594,6.99281,7.167338,7.767177,7.69991,7.572705,7.67314,8.25781,7.746037,7.778884,7.983236,7.474467,7.628736,7.465245,30
30b_70p_c2_b5_b,10.17434,11.98098,13.52236,15.40722,18.08834,18.65426,24.29648,27.999,32.98512,34.90083,36.07582,49.43501,68.81845,69.56073,70.0931,66.86452,66.35257,62.13161,3.066476,5.104604,6.369418,7.831523,8.861455,8.778937,9.357176,10.23358,9.986484,9.529162,9.584723,10.71681,8.067946,7.943278,7.980056,7.258391,7.36787,7.086785,30
30b_70p_c2_b5_c,11.0986,13.98827,16.23965,18.98055,22.05979,22.48254,28.12634,32.19584,36.86167,38.36791,39.5172,53.49985,70.19972,70.6323,70.87086,67.30985,66.77542,62.38312,2.60475,4.684702,5.988196,7.464165,8.126504,7.852875,7.664879,8.18197,7.758852,7.412569,7.445451,8.202571,7.010931,7.002046,7.162739,6.636828,6.766538,6.601713,30
30b_70p_c2_b5_d,9.683981,11.58166,13.16642,15.13328,17.43738,17.77013,22.1317,24.94273,28.66772,29.91328,30.79127,44.08038,62.96105,63.75277,64.38644,62.08108,61.62685,58.20725,2.23066,3.899212,4.941644,6.160882,6.907942,6.82391,7.624329,8.604316,8.774323,8.518247,8.655072,11.17927,9.167615,8.70983,8.300925,6.892591,6.856209,6.124657,30
40b_60p_c2_b5_a,10.99086,13.83757,16.05493,18.8243,21.79518,22.07172,26.83245,30.33535,34.11788,35.17767,36.10253,49.86429,66.39884,66.85749,67.09086,63.81409,63.21883,58.93981,2.485675,4.174539,5.216903,6.434891,7.344861,7.2832,8.060023,8.945714,8.929032,8.74953,8.890799,10.19476,8.521838,8.291772,8.181698,7.122,7.117288,6.416151,40
40b_60p_c2_b5_b,10.98857,13.90195,16.22409,19.14301,22.1385,22.35144,26.98116,30.5751,34.39206,35.45186,36.38511,50.08543,66.45762,66.86845,67.01386,63.55794,62.91197,58.42773,2.387894,3.986917,4.986621,6.157309,6.848733,6.714211,7.207885,7.970191,7.907108,7.700599,7.797435,8.910189,7.59205,7.467119,7.452382,6.645853,6.700891,6.257115,40
40b_60p_c2_b5_c,10.93877,14.00282,16.46684,19.58542,22.53184,22.63211,26.79027,30.23654,33.88686,34.81958,35.68977,49.24273,65.56061,65.97225,66.08826,62.75632,62.10014,57.73193,2.485577,4.119252,5.125482,6.294168,7.125305,7.055855,7.672561,8.497326,8.513397,8.36413,8.479629,9.968368,9.497513,9.310221,9.199643,8.011491,7.994869,7.151555,40
40b_60p_c2_b5_d,10.8342,13.62988,15.8593,18.66962,21.65027,21.91178,26.70791,30.25341,34.05482,35.15803,36.09878,50.11708,67.08212,67.48865,67.64928,64.24378,63.64257,59.26155,2.382815,4.015664,5.040095,6.230798,6.862099,6.706393,7.068893,7.71759,7.541855,7.340846,7.434558,8.488546,7.751229,7.673772,7.726346,6.962274,7.020168,6.537686,40
50b_50p_c2_b5_a,11.08321,14.78381,17.5855,21.02092,23.96097,24.03053,28.33443,31.97015,35.74227,36.74608,37.68085,51.91344,68.73193,69.10842,69.24982,65.80984,65.22739,60.84879,2.184452,3.802863,4.837453,6.064869,6.838014,6.72467,7.177829,7.923304,7.812936,7.558395,7.618608,8.617492,7.523055,7.447233,7.48504,6.741541,6.805524,6.344498,50
50b_50p_c2_b5_b,10.69846,14.10159,16.65237,19.83397,22.93606,23.15577,27.75536,31.30098,35.09595,36.18206,37.12931,51.1917,68.33676,68.77047,68.98248,65.63133,65.06232,60.73608,2.294741,3.99155,5.064173,6.345686,7.152082,7.046979,7.575745,8.369792,8.287823,8.033638,8.126566,9.350698,7.630667,7.450209,7.417528,6.656291,6.74631,6.414102,50
50b_50p_c2_b5_c,10.44053,13.56327,15.93667,18.87325,21.77704,22.03085,26.71543,30.19995,34.08654,35.29794,36.28887,50.38094,68.00366,68.47285,68.75687,65.55134,65.01827,60.8553,2.330884,4.324985,5.558588,6.991034,7.833381,7.703558,8.252103,9.108774,8.946056,8.624365,8.697677,10.06604,7.61197,7.394342,7.310798,6.550507,6.632616,6.299075,50
50b_50p_c2_b5_d,10.88632,14.25862,16.82187,19.97773,23.08894,23.33855,28.25408,32.0076,35.9309,37.03846,38.01054,52.38214,68.97347,69.30959,69.43748,65.9315,65.38292,61.0198,2.217084,3.782857,4.774291,5.938275,6.594771,6.458893,6.81844,7.45821,7.329135,7.155626,7.245947,7.878157,7.064754,7.058581,7.205655,6.672575,6.815678,6.651526,50
60b_40p_c2_b5_a,10.84717,14.1748,16.66901,19.74211,22.68824,22.90265,27.4461,30.86887,34.56391,35.61782,36.51801,50.41519,67.96639,68.35237,68.54082,65.26229,64.72573,60.54507,2.311351,4.059367,5.134699,6.396113,7.139371,7.008186,7.383805,8.081127,7.867719,7.5883,7.65479,8.533105,7.168226,7.115732,7.186659,6.473796,6.537454,6.093612,60
60b_40p_c2_b5_b,10.91299,14.26657,16.77665,19.8771,22.88872,23.12268,27.72487,31.18445,34.87303,35.92798,36.83398,50.56063,67.87024,68.26206,68.46391,65.17188,64.59244,60.3024,2.323215,4.076386,5.151889,6.418538,7.154459,7.022164,7.356397,8.002087,7.73565,7.419606,7.462504,8.333672,7.085649,7.02899,7.092395,6.482813,6.587187,6.306197,60
